one,two,three,four,five
0.9981157041804493,0.04109783568461508,-0.43585110121687803,0.40789014879238644,-0.19018514362077327,0.006212944346706577
2.9369564577393237,-0.5752691388685948,0.4078902109032609,-1.4445433168292725,1.6370233318400627,0.5304782736066274
0.9395663488539584,0.7272586149228204,-1.2794442184510666,0.5660156200870565,0.19580787506465192,0.032629339475569556
-0.8756424313871406,-0.8379333500820334,-0.41780355894020926,-0.4292598037154025,1.4447965873532578,0.2693656653205588
-0.9555853848567107,-1.8923901547105682,0.05823832539405524,0.5676652842608239,1.3151710868127384,-0.0541900222998507
0.45775800087858,0.11763382041847369,1.4556036029673978,0.8969743382856228,2.2158179713114015,-0.26970578822557895
0.435269051856619,1.071072613029164,0.9229155052089023,-1.2673210216532131,-0.6528607207218313,-0.8822075109070971
0.033711109846591446,-0.45358594116720613,0.09207917189231181,-0.19991164771922326,0.019025832068954807,-0.21870252599187878
-0.4357953542656481,-1.0191508838825203,0.5213484659944916,-0.6866195881398831,-1.0494867397900483,1.2237448589907667
0.40323071748267814,0.7867791651810612,-0.6390677711263607,0.720388652464083,1.0017478919832714,-0.8711282985065627
2.088358864414525,0.9228618971068471,0.3133065490115213,-0.2904279502061262,0.15118307836115344,1.6060114231797193
-0.10638801519301952,-1.4440638752047383,-0.012400574629317943,0.9452256408250164,-0.8879747788201588,-0.686967915587384
-0.4356708442164748,0.478635062546472,0.2871113369292781,-1.7068390618710876,0.4837355625163651,-1.596359840759917
0.8410367294511922,0.04645989007592335,-0.13981374123343,0.27828959669833964,-0.2675881817256021,1.0040431460439883
-0.6087644483340645,1.0575237139639553,0.1620387276818386,0.1359779748209092,-0.2660744759494556,1.5771551316058003
0.6740930244507558,-0.45546032483484156,1.0861697805588113,0.6240343970572294,1.6148180469570386,0.5786412634596664
-0.20625875715975492,-0.4219072536851612,-0.333208262759365,-0.3053016903159477,0.1250132990232912,0.9466641930440164
0.7344606207426385,-1.5316079138568388,0.06904733279112474,-0.396876349099894,-0.11677503696510337,-1.3159909621531993
-1.375173477740132,-1.568971199341186,0.29627276410559983,0.2173514596626063,-0.07773667367129694,0.28145783088228776
-0.08968145096265369,-0.04281844743399618,1.1874825366754411,0.6281191403689268,0.09461575191043467,-0.23729110115369026
0.02089032603633368,0.5571552024538925,1.0167182241925714,0.2475328086941285,0.38083899639726254,1.3925223036110692
-1.8630628934957607,0.11432098179921282,-1.4393867053060345,0.21127974857078594,-2.1011279833360685,0.21322274949874706
-0.7862916253629091,-0.062394851141215915,-0.22762421219676315,0.027932358066806932,-0.0807326449134012,0.3274126019207627
-1.4972696223701543,0.8567057121908154,1.4617811306531212,-0.15302335382324042,-0.9343516431588538,-1.177543564792217
-1.2678660225185379,0.4384144597345947,1.0550444180599576,0.6021803628837036,1.3492477730366592,-0.16652682057082346
0.6832432004657828,0.46853087676974436,0.6606701687751534,0.8539333428226814,-0.21215734867476,1.7547264061199
0.027474934984764304,0.8429929625303642,0.13333289177602078,1.268551048071456,1.0432585679866344,-0.042618600524665
-0.5268839484256482,-0.39826572533850324,0.5717616214264423,-0.7697549819866935,0.9807022127983893,1.006352676345763
0.013141069921291786,0.6802525688747656,-1.895784961569071,-1.3342353101080922,0.7990905245175952,-0.5271991143814417
0.4470184041613314,0.3172098682545706,-0.5081229648241664,0.004543390562467613,-1.0195590103568775,-0.16314644744157136
0.6162964379056438,-0.005473048803890552,-0.5885129465483017,0.1793238839491327,0.6899176689115968,-0.928818720717045
0.5476087018150134,0.6787918032569201,-0.6610661366964317,0.06519880449676654,0.4007523634694334,-1.4121061737654683
-0.3808134557939136,-1.0320003126481325,-0.31085226986541276,-0.18339299763838138,0.40605278627182945,-0.45067603851529636
-0.5273150097094621,-1.7037464472786867,-0.3059591000785753,-0.6898899549483047,-1.2055606273242558,0.3678921700483123
-0.27057746334666827,-1.579184403470654,0.368350542414442,0.005876096956352401,-0.3179493650852858,-0.514105405566617
0.19844564826120678,1.7016038944405272,1.3613068066239034,-0.12955049888030631,0.34961993863419616,0.2501240009596888
1.6266766270928692,1.8749112849118919,1.5690471734517328,-0.27972881596216986,0.055846866301477095,0.04190034173450474
-0.721655413306127,1.1545002614491822,0.5695826304319853,0.1489401883989128,-0.7257939663729088,-0.46023419320608694
-0.5547052178314973,0.24759721825548195,-1.2489330205129237,0.46660143666609366,0.5765866785903639,-0.2946760028435682
-0.4530998771116586,-0.6529363623077419,-2.2432338141213184,-0.7475248871200656,0.2792957457218737,-0.17973131728883224
1.9108101417477241,-0.0625290444537279,0.38307193248364224,0.032493408076886506,1.0022156991250997,1.1541360692122027
-0.549200648042761,-0.4647410575348958,-0.0808847785157952,-0.8173492617664364,-1.1344671172052905,-0.8052368838087506
0.11825264994945016,0.5584621406915571,1.2901095544281707,0.9883219331404546,-0.4075351688627168,2.049029146142279
-0.9018966938213613,-0.9589813362659005,-0.02312012218840444,0.3172620564341192,-0.6886464626585619,1.0450398036102546
-1.1759813496467617,-0.347740460717207,0.04863881759376264,-0.013093985776848558,0.863678335897248,-1.037211205958043
0.6683227268345829,0.2629938333776159,0.40817938001998055,2.6281503995053366,-1.3163385814417992,-0.44665352812345016
0.9723743009754344,-0.39298357077455653,-0.42269002783504833,-0.34501827927874995,1.0419048020154424,-1.01098668381843
1.1144757190679977,2.023443205093325,-0.8718654025620474,1.0966436174946899,-0.35477992961854304,0.7115258470980789
0.5701207065811449,-1.199728872938936,-1.8692625565345888,-0.7175712148019366,-1.4802070874364361,0.2748458787601536
1.5721568704111577,0.9676528090200555,-0.659024875721431,0.2470935778583147,-0.16852237377375964,-0.2183375579804112
0.368738576492444,2.544208291879233,-0.10358279604490742,1.439833909126061,-0.17393621645449428,1.0142571034000094
0.5506656809581508,-0.20555413226787855,0.19971702156235624,1.3587732240037067,-0.2529379440276402,-0.06466141835208944
0.6494742917281608,0.8462172875369351,0.5509606411457593,-0.6602719143708922,0.07704837094235724,0.6371782793907567
-1.6505538597002705,0.13643403070765028,-0.5989913620402836,-0.020733774638017066,1.5174307270898733,-0.8032299935147669
-0.35498078227921365,3.4236998684303894,-0.807511112534867,-1.3320903144679417,0.28284130893792825,1.9651769469754063
0.26745384020568225,0.8411571576402583,-0.12005741108673613,3.1442734519445645,0.00669229167972307,1.4397151371384578
0.27757347137458555,-0.2521322560912576,-2.418239789406145,0.5273296164526563,-0.4161839760752117,-0.832460990155481
0.12311528226951926,-0.5693487481275576,2.4184238673069767,-1.0645125299370473,0.3080248527121209,0.43436552982211324
-1.598233538449136,0.5741331047528468,-1.2751309720119617,-2.1547646533245723,0.30704772747542647,0.30925831457221925
-0.455997126426028,-2.0235071255438664,0.793550674809036,-2.5544968581945144,0.12886366708176447,0.42955294976191744
0.05378611891757001,-0.1230728341482109,1.4215141854096172,0.48029909380839736,0.8155804670372878,0.6766490352892566
-0.19408468055522388,-1.3568666832125507,-0.3882680341901076,-0.8788376740915622,0.9691404078879209,-0.7782254184983769
-0.5923445598957735,-0.49896786463890774,0.14909304446688149,0.2166555605868596,1.0318961861835731,0.6520841913050118
1.0514953341411954,-0.96954629560811,0.7450334771805776,-0.4773754709147454,0.7295976233673978,0.6745350188940499
-1.9185266754856762,0.29924262236620713,0.7278195924362519,0.4880031195312272,1.4452936237066674,-0.6543231668569651
0.10488770475016794,-2.1104987095363943,-0.012257253237682605,-0.41796484399432837,-0.06742262972432453,0.027844938829399174
2.7732786749040055,1.2067132977526531,-0.3129563507531323,1.5329212691677396,0.7139251471164481,0.6092818969436495
0.27030242277249256,2.173085738158115,-0.26812910211985336,-0.5021953004843993,1.3252273228912788,-0.05633816356602785
0.5198036250354083,-0.1778550784700143,1.6049571012663137,-0.36227896955405064,3.02509447181661,-1.9032197357790355
